text,label
Hotel was in a central location| not too far from the Michigan Ave. Our concerns for this hotel: *Guest Services was on the 6th floor| instead of the main floor you walk in on. *Our room did not have extra toilet paper *When we checked in| we were given miss information about the parking. *The pull out couch in our room was hard| creaky - felt like we were sleeping on plywood. Not comfortable at all,1
Loved the city view of our room . Room was clean and we were satisfied. Definitely would book again.,1
It was a excellent and very clean the only downside was paying 40 dollars a night for parking that was across the street in a parking garage. Didn't know about the extra cost till I checked in.,1
I would never return again. First thing is you are not told that they ONLY offer off site parking (parking garage) that you would have to pay $45 a day to park. To make matters worse the elevators were broke in the garage which caused my self and my children to walk down stairs with 4 large luggage. From the moment I walked in I didn't feel comfortable. The small lobby entrance (which looks like a basement) has people just sitting around who didn't even have reservations. Once I finally checked in. I specially requested a 2 bed Non Smoking room and I received the opposite with an extra dose of marijuana smoke. The rooms were nasty. Stains all over the walls and it looked as if it hasn't been cleaned in a few days. They did however swap us out to another room. Which was still subpar. Our originally stay was reserved for 7 days. We just stayed the 1 night and went to another comfortable hotel for the remaining nights.,0
Very nice place to stay|great location. Well worth the price,1
easy access to the surroundings and a pleasant atmosphere in the hotel,1
It was so comfortable we wished we could of stayed longer. There was plenty to see and do because of the location of the hotel. The staff was very friendly and helpful. The only thing is when we checked in I was told I would get the deposits back when I checked out and I have yet to get them.,1
We loved our stay. It was so comfortable we wish we could of stayed longer. It's basically the heart of downtown| so there is so much to see and do as well. However| when we checked in we was told we would receive the $400 deposit back when we checked out minus the $90 total for parking and $4 for a drink. I still have not received it.,1
Stayed 3 nights. It was a great roomFor a great rate.,1
Very spacious and clean,1
This is a great hotel. The rooms are super comfortable and quiet and it's incredibly safe. It's centrally located so you can walk to almost anything in about a mile. The staff is super friendly and very helpful. This is definitely where I'll stay again.,1
I loved the King suite and the cleanliness as well as how close it it to everything.,1
Spacious rooms with appliances great location within walking distance of many attractions and shopping,1
There are only 2 elevators in thr whole hotel.  You have to wait for ever for one.  Later on in the eveming the line to get on is ridiculous.  We were lined up outsude just to get into our hotel to use thr elevator.   The smell of Marijuana throughout the hotel hallways were strong!   The free breakfast was a joke.  I do realize because of covid they could not do a normal breakfast but we had to pay extra for our 2 kids to get the free sack breakfast| an orange|  orange juice|  a slimy muffin and a breakfast bar.   Don't waste your time!  The one good thing was the hotel had a good location.,1
My husband was very happy with the space. He was able to work on his computer in the kitchen/living room area while I slept in the early morning. The room was comfortable with a nice corner city view. I can't believe that any hotel room these days would not have a full length mirror. Also| the bed coverings were minimal and the heater was noisy. There were a few minor issues with the condition of the room| like the towel rack falling off the wall that could be fixed. It was a good price for what it is and it would certainly be a fine place to stay again. It was very busy at the end of March with a lot of families and activity.,1
the suite was great the area was perfect i would come back when COVID is over.,1
Everything was nice its just that downtown chicago parking is ruff had to buy 2 day parking pass $90 extra. This should be mentioned if its not.,1
Parking was across the street - 2 minute walk from the hotel. We stayed during Covid so there was no breakfast or evening social but we had a small kitchen (stovetop/refrigerator/and microwave/toaster w/ basic utensils/pots/pans/dishes/glassware). There was no daily housekeeping (not a problem for us) but staff willing to drop off any needs (ice/towels). Easy access to bus or train/2 blocks by foot to Michigan Ave. Staff was exceptional.  We would stay here again,1
The location is excellent for enjoying the sites of downtown Chicago| enjoying meals at restaurants and getting food to prepare in your suite. Suite was clean.  Bed was comfortable. Definitely use a parking app like Spothero to find parking bundled prices.,1
I come here all the time they have good service help u right away one of my favorite hotels,1
The suite was perfect for our family.  2 Queen beds and a pull out.,1
Hotel was VERY clean. Parking was offaite and expensive. Overall good customer service.,1
Very nice hotel I enjoyed my stay here I will be back soon,1
The check in process took longer than usual . On top of that our room was not the cleanest | still things left from the previous people that were staying .,0
Overall| the hotel is mediocre and the pictures are deceiving. When we walked into our room| we immediately had to request dish detergent because it smelled as though,0
Cold air out the living  window's behind the Couch.,1
Excellent place to stay| room with good space and nice organized,1
Overall the room was fine. Just little things that were over looked. The tub needs to be refinished in the suite. Looked like it was dirty but the material was just wearing away. I hate my sheets didn't fit the bed. It was like house keeping only had one size sheets with them and didn't feel like getting the proper size. So they forced a queen sheet on a king size bed. Which kept popping off. I don't like when my sheet expose the mattress but didn't complain because i didn't want someone to have to enter the room.,1
Hotel location is perfect right in the middle of everything walking distance.,1
Great stay.  Affordable but very nice for the price.  Would recommend getting the parking included.  Kitchen in the room was awesome!  My family of 6 stayed comfortably.,1
I never have problems in no ways everything been good cool calm & collective,1
Pull out sofa was the worst!!! My daughters slept in it & woke up sore. All springs| no cushion!!!,0
It was very clean...Loved it,1
At the last minute| my guy & I aborted my bday trip to LA (because..Covid)| and chose 2 do an extended staycation here.. The location is cool| and both| Trader Joe's and Jewel are a short walk away..  Just about everything was wonderful| from check-in to check-out.....except that we had to call the front desk multiple times for missed details| as we discovered them.. We called for dish towels| dishwashing liquid| dishwasher detergent| paper towels| additional face/bath towels| a light bulb (yes)| etc.. I believe| with the knowledge that we would be there for 5 nights| that all of those things should have been in place.. Even if they were sick of us (i.e. me) calling| however| they never expressed it with words| nor tone.. We got what we needed| and they even gave us a few pairs of latex gloves| as we'd forgotten our own.. Nice..The only other slight bummer may not matter to many; but| the TVs are not “Smart|” and we couldn't watch our fave shows on the “big screen”.. We made do| though| and used my laptop when we wanted; so....extreme crisis averted.. At any rate| this was definitely a beautiful stay for us| overall.. We'll be back again..,1
Hope covid is over soon cause i can not wait to come back when everything is available again.,1
Great location and friendly staff. Room was very spacious and clean| great views from our corner unit suite. We knew about Covid and didn't mind the lack of amenities. Would definitely stay here again once Chicago opens up again. Good luck Illinois| hope you can survive the shutdowns.,1
The service staff was excellent. Jason was super helpful for us throughout our stay.,1
its all about location. location. location. excellent.,1
Loved it! Worth the money,1
Not clean. In my two night stay| i had to change rooms because the room next door made noise till 3am| had garbage outside their room in the hallway and much more. Also| in the first I found a long hair in the bed. Then in the second room| the sofa had crumbs of food and rice| so poor cleaning| doors inside the suite are dirty as well| tub stained of dirt.  Honestly| this has been the worst hotel I've stayed in.  Front desk people were quick and nice though.,0
Everything was Great!!,1
We had a very nice two night stay. Staff was wonderful!,1
The Hotel doesn't have individualized climate control rooms. The temperature is preset thru out the entire building. The building was set on cool however its was a cold and rainy weekend. All the hotel could offer was extra blankets to keep warm,0
Everything was amazing until the very end. The lobby had rambunctious children running around screaming and the man at the front desk came and asked my group why we were still in the lobby. I found it quite odd that he didn't ask the couple with the rowdy children.,1
The hotel was very nice sn spacious and big my stay was excellant also the queen beds seem bigger than normal,1
Very nice hotel| staff was friendly and accommodating.,1
Good hotel in the heart of downtown Chicago,1
Great just had to pay for parking and we didn't get the breakfast because of covid but the room was beautiful nice view,1
Very nice place close to downtown. Very spacious,1
My room was ok. I didn't feel it was clean. I don't know if it was due to the smell of cigarettes| the two smoked cigarettes I found behind the night stand while looking for the outlet to plug my phone because the decorative lamp with USB port was not work or the dirt on the rug. The hotel advertise it's smoke free but the inconsiderate smokers want to smoke any way. There was commotion on my floor had to call the front desk. The staff was the highlight of my stay.,0
Fruit flies in the sink and they did not say there was 100 deposit,0
The location is great & the facility is clean.I would come & visit again.,1
I stayed at the Homewood Suites over the weekend for my fiancé birthday to surprise him. From the time I got there| checked in and checked out| everything was smooth! I told the front desk it was a surprise and that I had to decorate| they were more than helpful keeping it a secret when he came to the hotel| beautiful view of the city they put us on the 10th floor| great size for the both of us| right in the heart of everything! Extremely satisfied with our stay!,1
This hotel doesn't honor what is advertising on internet. Staff was very slow and not helpful at all. I requested a nonsmoking room but it wasn't. I couldn't sleep until 4am because the smoke was coming through the AC and impossible to breath. I called the staff| she said put a towel underneath the door! I said smoke is coming from AC| she said that she couldn't do anything about it. No cleaning services| dirty towels| dirty bed sheets| no hot breakfast or breakfast at all. If you can't serve breakfast because of the current COVID situation| just don't advertise it. That's unfortunate for a hotel that is in a great area with such a nice space to have a very bad service!,0
Nice and clean| room had a kitchenette.,1
The hotel staff was very friendly| the room was clean and the location was perfect for us. The only downside if you run out of tissue after 5 you will have to wait until after 8 to get more. Best advise order everything you may need before 5. I do understand due to Covid-19 things are operating different but that's a big inconvenience Especially when each suite is stocked with 1 roll for a family of 5. Even with that small hiccup we will most definitely be visiting this hotel again.,1
Walking distance to a lot of places in Downtown Chicago got the Corner View suites with nice view of downtown Chicago,1
Great view| great price. The no on site parking is an extreme pain!! Even with spothero. Took great precautions with COVID-19. Also their card machine was down and swiped my card an unnecessary amount of times. But overall I would stay here again.,1
Very peaceful the staff is very friendly rooms are very clean and I really enjoyed the atmosphere of the whole area  very relaxing and really love that I could cook my own meals just over the top love it most definitely coming back,1
All services discontinued due to Covid. So it was just a room. Very clean room i might add. No turn down service. Not sure why my 3 day reservation was split into 2 reservstions. I had to go down to the front desk and chack in again for my third day. Very strange.,1
Pool is closed and no breakfast! Front food never answers phone.,0
It was nice and clean but there was people yelling at like 5am and woke us up but otherwise it was perfect,1
IT WAS A CONDOM ON THE FLOOR BY THE NIGHT STAND IT WAS VERY UNCOMFORTABLE,0
It was a relaxing experience for my family. We celebrated my daughter birthday due to Covid-19| but we still enjoyed even though the pool was closed due to safety we still enjoyed.,1
Easy access from the airport. Staff at check im was very helpful. Social evening and breakfast was a womderful treat. Food was good. Because of the time I travelled I wanted somewhere with an indoor pool. The indoor pool was nice and clean. Easy access to major attractions within walking distance. The only this that waa disappointed about my birthday was the treat of the COVID-19 I didnt get to explore the area that much. However I did walk to the Navy Pier| Macknificient Mike| The Chicago River and the Millenial Park,1
It was a great stay| would definitely stay again,1
I would like to see better bathroom plumbing| i.e. stopped up toilet| tub backed up etc. Other than that| I absolutely loved my stay and will recommended this hotel to everyone!,1
Staff was incredibly friendly. Excellent experience all the way around.,1
It's a nice| clean hotel with a nice breakfast and free wine and beer during their Monday-Thursday social hour. I like free drinks| especially when the news keeps talking about coronavirus. Wine made it easier to cope with carrying Lysol wipes everywhere while trying not to touch my face.,1
The room was clean and very welcoming. The pool area is a bit small| and floaters should be available for the little children. They were many toddlers in the pool brought down by their underage siblings.,1
Loved everything and the staff was so friendly. Came to Chicago for my daughters birthday and glad we picked this location to stay,1
The elevator situation is an absolute NIGHTMARE. My fiancé and I found ourselves climbing 15 flights of stairs multiple times during our stay. There were times we were waiting 20  minutes just to get to and from our room. And when an elevator finally arrived it was almost always over filled. We will NEVER stay at this hotel again solely because of this. Everything else about the hotel was great.,0
Proximity to everything. Free breakfast was great! It was a true breakfast buffet and not just cereal etc. staff was really friendly!,1
The cleanliness and staff are wonderful. Breastfast was one the best I've had in a hotel,1
Property is centrally situated between great Chicago eateries and shopping stores. Take advantage of two Whole Foods| one of which has a bar. Enjoyed the warm| rooftop pool but not as much when crowds come on the weekend. The food was pretty good| better on weekdays. Valet was fast| convenient. All in all| this is where you wanna be. We felt safe| had fun| and slept like babies.,1
Room is clean and staff is very nice. Breakfast is good and the meal provided Monday-Thursday night is a very nice perk. However| rooms are showing wear and could use some mending/updating.,1
Service was excellent and they went out of their way to help me when I needed to print some legal sized documents in their lobby.  Location was really nice| short walking distance to many locations| L stops| bus stops etc.  It was nice to have breakfast there| even during the busy times| it was restocked quickly.,1
The hotel was wonderfull very clean and quiet is very well located with a lot anmenities around i loved. this hotel,1
Great location| friendly staff| nice amenities. A bit understated from the street level. But quite nice and clean and recently updated inside.,1
We really enjoyed our stay. The hotel was very clean and well maintained. The pool was nice sized and the perfect temp. The breakfast buffet had a lot of options and the staff did an amazing job keeping items stocked/refreshed even with the large amount people that were down there every morning. There was one gentleman who seemed to be in charge of the breakfast buffet and he deserves a raise! He was working so hard clearing tables| taking plates from guests| and just keeping the area running smoothly. Each morning he greeted us with a good morning and a smile. Customer service like that goes a long way! I wish I would have gotten his name!,1
AMAZING ! kids (4 &7) LOVED the view as did we on the 7th floor.. when we needed extra blankets| and services we got them almost instantly.. breakfast was delicious| staff was friendly EVERY day.. hard to find service such as this hotel| great place to stay| if ever in Chicago this WILL be our place to stay !!!,1
I like the good service as well as the location...,1
I liked the kitchen area to the hotel.  I didn't like that there wasn't any drinking water available.,1
The manager when we check in was the worst! Very unprofessional and no customer service skills at all! I would've have left but my son wanted to stay. Never again will I go back!,0
The location was near everything we wanted to do in the city - either walking distance or short bus ride.  The suite was roomy| clean and very nice with the full kitchen and good views of the city.  The breakfasts were super with lots to choose from. We've stayed at another Homewood Suite in the city and we will always go back.,1
The pool was great! The staff is nice. The heating system in the rooms was wack. It was either turn off or blast heat that couldn't be regulated to a certain degree. The heater would make the room unbearably hot and staff said it was unfortunately all or nothing during the winter and told me to crack the windows to regulate the temperature. It wasn't really helpful and created a cold breeze for my kids. It was cold at night.  It was a nice stay but I would avoid it for this reason.,1
Easy checkin and checkout. Nice breakfast Needed some si us meds and they had them at reasonable price. Luv the location.,1
Great customer service! Breakfast and managers specials were bountiful,1
The staff were extremely helpful and went out of their way!,1
Overall hotel was perfect. Room was clean and quite.  Hotel location was great.  Right downtown.  Only below grade would be the free breakfast.  Staff was friendly but the food not so.  Kinda a disappointing since i just stayed at a homewood in detroit and the breakfast was really good.,1
I liked the kitchen it makes you feel like you're home. But the rooms wasn't very clean| a certain front desk agent wasn't a pleasant to work with and the elevator literally was dirty the whole weekend. I will never come back again,0
Great hotel and location. Inside rooftop pool. Nice free breakfast. I will stay again for business. Great room set up,1
Overall good experience. The staff was extremely friendly.,1
Awesome location with great views| very clean| friendly staff.,1
stayed 3 nights over New Years| the area is central for shopping| eating and night life.Would definitely stay there again.,1
This hotel was fine. Service was decent| free breakfast was par (it was a buffet style with french toast| scrambled eggs| tots| sausages| and other options)| and room with kitchenette is very cool. Problem with some stains left on the bathroom floor| so cleanliness is questionable. Everything else looked OK from a cleaning point of view| but it does make you wonder. The pool area DO NOT HAVE A HOT TUB. So if that is important to you| stay somewhere else. That was almost a bummer for us| but we didn't have our kids with so it ended up being OK. Valet parking in Chicago is outrageously priced; that being said| this hotel's valet service was as described| and the car was in same condition and had not been noticeably driven other than being parked. Google maps says this hotel is off OHIO street but if you look carefully you enter off GRAND avenue. Overall good experience| would stay again myself| but not with kids (they like the hot tub).,1
Good location and nice hotel.,1
We stayed at 3 hotels in Chicago and this one was by far the best but surprisingly the cheapest! Great location and incredibly spacious. Had everything you would need and even offered free breakfast,1
It was great! Clean. Nice location.,1
I would definitely like to stay here again. This was an excellent property!  I enjoyed my stay.,1
The hotel is located close to many restaurants (including family friendly ones) and bars for adult time. The staff was all very pleasant and the breakfast was really good and refreshed in a timely manner. All of the bellhop staff was excellent with directions or whatever we needed. Two small complaints. The lock on the men's bathroom in the pool area was not functioning properly. And the men's bathroom on the lobby level was not clean on Sunday afternoon. Multiple stalls were in disarray. I would stay here again for all the price and staff friendliness.,1
Breakfast was great added benefit to this property. Food was good and very friedly staff.,1
Would definitely be going back to stay at this hotel !! It was amazing!,1
Great location in downtown Chicago and very cozy suites. Was a perfect place to spend my one free night in downtown Chicago. Thanks for a great stay!,1
Nothing at al nothing to write home about staff and rooms terrible,0
Close to downtown and train. Great for families with kitchenette.,1
The staff helped| celebrate my wife| Tammy's birthday by presenting her a birthday cake and sing happy biethday to her. It was the most memorable event in our lives.,1
Staff is GREAT. The breakfast had real| fresh fruit - blueberries were wonderful| and the social/snack time was a pleasant surprise as well. Highly recommend this hotel.  Sammy at the reception desk (floor 1) was fabulous!,1
The staff were extremely friendly| the room was clean and comfortable| and the location was great!,1
Room was nice| staff were nice. Breakfast was terrible.,1
The staff was very friendly and helpful. Great location!The bathroom ceiling in our room is due for scraping| filling| painting.Other than that| the place was very satisfactory.,1
Very nice place| friendly attentive staff.  Enjoyed the wine and dinner in the evening|  good breakfast took the rdge off ths crazy price for the night.   Not that this room was extremely excessive in comparison|  just that rooms in the city are ridiculous  price wise,1
This place is great! We stay here every time we come to Chicago. The location is perfect! The service is top notch and you can't go wrong with the hot breakfast and evening social. Our only complaint was the pull out couch was so loud and uncomfortable. :-/ Our daughter ended up having to sleep on the couch which was too short for her.,1
the breakfast and servers were great . the location was excellent; the pool is much smaller than the photo online.Everything was great except the price was a little high for the simpleness of the room. the remote in the king bedroom did not work. the doormen were very accomodating and helpful with suggestions. i would stay here again!,1
Perfect location| perfect for family. The staff was caring for our needs. Thanks to Erin for her personal sense of receptiveness.,1
Its in the city |so everywhere you go |its walking distance|my opinion is to save time and money |go catch the metro or.i really loves the river cruise of wendella with the guide molly|she is really an experienced guide,1
Exercise area needs better ventilation and temp adjustment.   Would be nice to have a “real” stationary cycle the one they have is rather pathetic. Also 2 elliptical.   Sometimes space is very crowded.,1
Excellent hotel and location. We loved the room and location very much. Also the breakfast was very good.,1
Good place.  Homewood Suites seems to be one of the hotels that tells their employees to smile and be nice to guest.  Good job.,1
"Wonderful location. We walked everywhere. The stop for the free Navy Pier trolley is steps away. We had a one-bedroom suite for a grandmother| daughter| grandson and nephew. Plenty of room for everyone. Breakfast was good. Evening social hour was ample and made for a quick dinner one night before heading out. Food was ""buffet"" quality = good! Would definitely stay at this location and chain again.",1
Very friendly staff! Excellence day!,1
Great location| great hotel| excellent staff!,1
What I found to be impressive about this hotel is how well the noise from the city did not find its way into my suite or common areas. Beautiful views of the city surround the hotel| however| you do not have to hear it. The sixth floor combines the front desk with a comfortable seating area and a dining room offering a great view. Be sure to take advantage of the evening social on the sixth floor where free food and beverages are provided.,1
I would highly recommend this place| very clean and in a major tourist location.,1
The location was great. Free trolley to the Pier right outside. Room clean| bed comfortable| staff friendly & accommodating.,1
Great location and the front desk service is wonderful. Very nice ladies.  Rooms were perfect.  The bathroom was not my favorite (sink outside of the shower/toilet area) no privacy from sleeping partner.  Also the elevator is so slow| at high time| but otherwise| loved the hotel.,1
All in all| I enjoyed my stay| and would stay here again.,1
Great location| friendly staff.  Perfect for families.,1
The staff is extremely friendly and goes out of their way for you.  I love the breakfast|gym| and indoor pool.  I will definitely stay her many times.  It is centrally located| less than two blocks from the subway.,1
Great location. Clean. Great breakfast. Friendly staff.,1
Great plc to stay and was so convenient to were I needed to be during the day. Would stay there again.,1
Great location with easy access to Navy Pier and Mag Mile. Good restaurants nearby. Breakfast with good options and evening social.,1
Loved that you could walk to everything. Great top floor pool!! Kids loved swimming with the city buildings behind them! Very clean and family friendly. Staff all very nice and approachable.,1
Great extended stay hotel in a central location for walking/access to transit.  Rooms were a little crowded if you were truly staying for an extended period of time| but totally manageable.  We enjoyed the complimentary breakfast every morning before heading out and made use of the small fitness area.,1
I stayed for 3 nights and the service was really good. However| the bathroom and bathroom sink had a strong odor of the sewer. Plus| I noticed 3 red spots on my body that were indicative of bed bugs.,1
Overall great experience - would recommmend50 char min for review is silly.,1
Suite was great! Very spacious and had everything we needed. Pool was a bit dated and could use updating. Also breakfast was typical hotel breakfast| nothing special. Staff was very friendly and welcoming. Hallways were quiet. Would recommend!,1
The hotel itself was really good but I did not take into account that it is downtown in a large city so there is honking/sirens going on throughout the entire night.,1
Great customer service. The 6th floor lobby was dope and efficient,1
The staff was very friendly.  Everything was clean.,1
I loved the amount of space. It was really nice to have a kitchen with a full refrigerator to use. When on vacation| I don't like to have to go to a restaurant for every meal| so that was a plus if I wanted to just cook a meal in my room. The free breakfast options were good. I wished I remembered the free dinner as well. Monday-Thursday they serve free dinner that includes wine and beer. There is also an on site laundry room| so I went home with clean clothes making it one less thing to do coming home from vacation. This location is around the corner from Eataly and a couple blocks from Magnificent Mile. The staff was friendly and helpful. I look forward to another stay here again. I have a feeling this place will be our go-to for future visits to Chicago or anywhere else.,1
Amazing stay. Great buffet breakfast and 5-7 Buffet on Thursday night was a perfect dinner for my 90 year old mother in law. She loved staying at the hotel and thought it was such a treat!,1
Johanna and Andrea were great!,1
3 night family trip.  Everything was great.  Jeremy and Priscilla were amazing at the complimentary Continental breakfast every day.,1
Mattress was terrible sofa bed also bathroom was making lots noise was terrible comfort f kids to sleep,0
I would have given it a 5 start except for one complaint about the furniture.  The sofa and chair were extremely uncomfortable.,1
The room was clean| VERY quiet| and well kept.  The location is also great (being two blocks west of Michigan Avenue is extremely convenient to Mag Mile| downtown| the 'L' (a Red Line station was one block away)| as well as a 7-11 and a Trader Joe's.  My only complain was that the room did NOT have a safe| so that if you brought a little extra cash and an extra credit card| you needed to carry them around with you (sort of defeating the purpose for bringing extra cash and an extra credit card).  I hope that hotel management will soon install a safe in each room.,1
Our first time at this hotel in the heart of Chicago| and we could not have been happier! Great location| smart room layout| friendly staff| superb housekeeping (16th floor). Many families stayed here during spring break| which could be felt during breakfast| dinner social| and at times at the pool. However| the dining staff moved at an amazing speed and efficiency| we never had any issues.,1
Wonderful staff and very kid friendly amenities!  Rooms comfortably fit a family of four with parents in the king bed and kiddos in the pullout couch.  Location is walking distance to tons of restaurants| shops and the Chicago river.,1
Spacious suite. Pool on 19th floor has an amazing view.,1
Loved the hotel| staff was great| food was good| very clean,1
We loved the place. Will stay again.,1
Very walkable area. Nice staff. Decent breakfast. Clean room.,1
We loved the breakfast| evening social with drinks and dinner. Staff was all extremely friendly| helpful. We will def. stay here again if we return to chicago.,1
The hotel room (a suite really) was great except for the sofa which was a sleeper bed as well.  It wasn't very comfortable to sit on| but otherwise the suite was great.  Full kitchen| separate bedroom and two TVs - which is great as I am not a morning person but my hubby is!,1
The hotel was very nice| and we can't wait to stay again.,1
This hotel had a friendly staff that was very helpful.  The location was very close to a red line stop that had an accessible entrance| which is really nice when you have small children that need to be in a stroller.,1
Amazing hotel would recommend to anyone. Great service| spotlessly clean| great breakfast and evening social| great location| great price for what you get. The only issue was that the sofa bed was very uncomfortable but apart from this it was one of the best hotels we have stayed at.,1
Absolutely loved staying at homewood suites. My boyfriend and I were able to relax and enjoy our time not just together but in a comfortable place. The customer service was so helpful and nice. The room was clean and spacious for us especially since we are some tall people. Lol. Thanks for the stay homewood!,1
The staff was extremely nice and accommodating. It was in a great location| right in downtown Chicago and didn't cost an arm and a leg.,1
We are definitely coming  back|good food a lot of choices for breakfast. They even have a complementary dinner. Good location  for shopping as well. We really enjoyed our stay.,1
Pretty clean environment| i liked it very much. The only thing I wanted to have a commend was to make sure the time that custmer check out. The housekeeping opened the door when we were still in the room.,1
Michael on the check in was greatFree breakfast was great Security Housekeeping did not restock coffee I killed  a bedbug on the sheet,0
The Bed and Bathroom were well furnished and very comfortable. Not that we spent much time sitting in the living room area but the chairs and couch were not very comfy. Cushions were stiff but yet the couch sank in the center. The hotel is close to a first responder station and we could clearly hear the sirens at all times day and night even on the 14th floor.,1
Nice hotel! Would have liked more if the heat could be more consistent.,1
Our 2-night stay went great. Location is good| walking distance to our favorite place to grocery shop & eat| Eataly! Walking distance to PF Changs and Pizzeria Uno as well. They also serve snacks from 5-7pm during weekdays. They have a heated pool which is also a plus. But I do think that the front desk person could smile a little more and that the complimentary bottled water should be given everyday| not just one time per stay.,1
Nice| roomy| quiet| and good breakfast.,1
The location is very convenient and close to a lot stores and restaurants that my daughter and her friend want to go to. The room is clean and has the basic kitchen appliances should you need to use one.,1
The hotel is in a good location| surrounded by shops and restaurants. It is close to public transport giving links to all over the city. Staff is very friendly and willing to help whenever necessary. It has everything you need for a short or a long stay.,1
Nice hotel. Close to key locations and silent rooms,1
The room cleaning staff is a disaster| entered the room using rude language and throwing things inside the room| worst experience ever in a hotel| never ever dare to choose this property| is so unclean my whole family experienced skin rashes.,0
Close to restaurants| shopping| and entertainment!  Very clean.,1
we stayed there for two nights. The staff were very friendly| and great location. Nice view! Our daughter loves the rooms| and she wanted to give 9.5 points...,1
Room was very clean and lookedRecently renovated. Staff were very courteous. Breakfast was so-so.,1
Amazing place to stay| the service provided was by far the best we have experienced in Chicago. The breakfast was a great touch. The hotel is kid friendly and close to everything. Best value hands down!,1
Awesome room as always love staying at Homesuites. It was super convenient to the magnificent mile,1
Location is excellent: many nice eateries in area and close to shopping and Michigan Ave. Staff were friendly and very accommodating.,1
The location was excellent. It was close to the subway and bus system. Lots of shops and restaurants around. The room was spotless! The view was lovely. The breakfast got boring after a few days - eggs| sausage...In all I highly recommend this hotel.,1
Everything was very nice. Nice people. Clean room. Good breakfast. Good WiFi. Only thing not up to par was the bed sheets. They seemed to have a dull smell of cigarettes. Not the room. Just the sheets. Otherwise all was good.,1
Everything was just fine. I really enjoy my stay there,1
Great location! Comfortable and spacious rooms. Breakfast was very good!,1
Great downtown location with clean and comfortable rooms.,1
Breakfast could be better!,1
Plus- Room was very spacious| gorgeous view of the city| breakfast was good| staff super friendly. Downsides- beds were a little lumpy| pulls in carpet on the edge,1
We did not have control of heat and air| so when the hotel turned ont he heat| we were sweating with no control other than to open our windows! you cant open windows when it is freezing outside and you have 2 babies staying in the room! We had to ask for our roomt o be serviced x 2 days.We had construction noise throughout our room and we were not notified ahead of time from our stay| even thought he hotel was WELL AWARE that it was going on! We would have cancelled our stay becasue our children did not sleep for 2 days in a rown becasue of the noise. UNACCEPTABLE. When I addressed it with the front desk they basically said it was out of their control with no remedy and no fix to the situation.  They also said they could not comp a day or discount becasue we had booked through expedia. Are you kidding| this is ridiculous.,0
Hotel is just a VERY short block from the GRAND/STATE red line subway station.  We will be back.,1
Check in was great!  They upgraded our room and gave us a bottle of wine for our anniversary!  The next morning they were very pleasant and conversational!,1
It was in the perfect location near everything you could possibly need. The staff was very attentive and courteous,1
Liked location| and staff was excellent.  Didn't like swimming pool.  Perhaps they should move to half chlorine and half bromine to reduce the bleach smell.,1
Perfect central location to explore Chicago| loads of bars & restaurants within walking distance,1
Staff all wonderful!,1
There were different price options. I chose the highest option for the same kind of room because I thought it would be up higher. Was put on the bottom floor. Why would you offer same rooms with higher prices? Feel like hotels.com screwed me over.,0
Great hotel and location.  The pull out coach in our room was in desperate need of replacement.  The cushions were worn and dirty.  The hotel staff was very friendly and helpful.,1
This was our first time here but will definitely be returning with my family.,1
It was seriously great! I honestly have no complaints. The hotel was wonderful.,1
Great location in the middle of downtown.  Room was also great.,1
Overall great location| room and customer service. Will stay here again next time we're in Chicago. Great value for room including free nreakfast and evening reception.,1
Central location| easy red line transportation| and a social hour Monday thru Thursday that was feeding dinner to families for free!,1
We stayed 2 nights here and it was in a great location. We got there and the valet service helped unload everything| held the doors open for us not just for us but everyone that went in and out of the building and told us where to go check in. The room was very clean and we had a great view. The free breakfast was awesome| it had a variety of everything. The staff was friendly and very helpful to get where we we going using the shuttle and trains.,1
Very expensive parking| very tight sofa bed| breakfast ran out of food,1
Loved the location (in the same building as Eataly)| walking distance to Navy Pier| Millenium Park and the amazing Maggie Daly park for kids. Staff were great| a nice treat to have breakfast included too. Also an almost-full kitchen (no oven but a big fridge with freezer) and a spacious bathroom ensuite. Well laid out to use all the space. Rooftop pool is fun too!,1
You can walk 20 mins to the Navy Pier| or take the trolley!  This hotel is a great location!  We got 2 conjoined rooms and all of the rooms are suites so the space is amazing!  easy to find everything!  pool is nice| no jacuzzi.,1
Love the fact it is located in close proximity to Michigan Ave to shop.  The only complaint was that it seemed to be very chilly in the halls and the room.  No matter how I tried to adjust the thermostat| it would not warm up.,1
Hotel staff was very friendly and kind!!! Room was clean| pool was nice| breakfast was just ok but it was free!  Location was excellent!  Very happy and I'm hard to impress!,1
We thoroughly enjoyed our stay here.  We arrived Thursday and was very happy with the reception.  The salad| chicken strips| snacks| beer| and wine was soooo appreciated!  The staff were very responsive to our needs.  We couldn't figure the air conditioning out and had to call for help.  An engineer was sent up right away to explain that the air hadn't been turned on yet| but that we could open the windows.  That worked fine| until the street noise got to to be too loud in the middle of the night.  Wasn't very wild about that| but it wasn't miserable.,1
Very nice hotel and great location. Price was just right. Will definitely stay there again. I only wish their bathroom vanity was larger so you could put your toiletries on it.,1
