review,date,rating
They give you chocolate chip cookies when you check in. Our room wasn't available when we arrived so they put us in 2 King rooms for 1 night :very nice.,Feb 21| 2019,5
Room wasn't ready until late. They were painting the hallways and I got paint on my clothes. In a really dirty area.,Feb 19| 2019,2
Perfect location very close to principal streets| quiet and lovely staff,Feb 18| 2019,5
Fantastic location| friendly staff. Would definitely start here again in the future.,Feb 17| 2019,5
Great location. Easy check in. Comfortable beds. The staff was very friendly. The rooms were very quiet. The tv was big,Feb 15| 2019,4
Great staff - great location! Close to Penn Station.,Feb 13| 2019,5
The front desk staff were very nice and accommodated our late check out,Feb 12| 2019,4
It was close to Madison Square Garden. It is an older hotel| but it was clean and the staff was friendly. It had a nice New York feel to it.,Feb 12| 2019,5
Everything and everyone was amazing. We were staying in the penthouse and the view was amazing!,Feb 12| 2019,5
Staff were lovely| warm and welcoming| absolutely no complaints about them. The room I was in was very clean (thank you| housekeeping)| but needed to be refurbished. Not sure if any floors in that hotel have been. The shower didn't work properly| the tap was fairly loose and let half the water through| when turning the shower on| which meant little pressure. Feather pillows sound nice| but actually they offer little support| once you've flattened them. Foam pillows would have been better. The heater was noisy every time it kicked in| I had to switch it off for the night| in which case I would've liked a spare blanket. Instead I opted to fold the bed's thin blanket to make it thicker and warmer.,Feb 10| 2019,3
Everyone was extremely pleasant and helpful. The room| though small| was clean and well cared for. Great experience.,Feb 10| 2019,5
Business trip. The room was clean but small and need upgrading.,Feb 9| 2019,4
Hotel itself is excellent. Area it is in kit so excellent,Feb 4| 2019,4
Everything was great from booking| checking in| and even checking out. Was a great experience,Feb 4| 2019,5
Great stay overall! Was in city for business and just needed a simple room| with kind size bed| close to penn station. About a 5 minute walk from penn| quick and easy check-in| and the entire place was clean and easygoing. No hassle any time or where! I even had a great view of Empire State Building (see picture)Only note: Standard rooms are simple and small! Just a bedroom and small bathroom. Perfect for me and my needs but i would not attempt to fit more that 3-4 people in there| and wouldnt sleep more than 2-3 in same bed.,Feb 1| 2019,5
We lovedThe hotel. The views are amazing.,Jan 31| 2019,5
Very good work | enjoyed the  stay and will chose again,Jan 31| 2019,5
The hotel has a good location and the rooms are good,Jan 28| 2019,5
Great area. Close to everything. Small hotel| about 8 rooms per floor. Very quiet | peaceful rest. Great chicken wings from the restaurant downstairs and complimentary infused water.  2 blocks away from great breakfast bagels etc.,Jan 24| 2019,4
It's great location for shopping,Jan 22| 2019,4
Every single member of the staff was an absolute joy! So helpful and nice. Perfect hotel for a weekend trip to the city!,Jan 21| 2019,5
Great location - could walk everywhere!  Close to coffee shops| restaurants| museums and Broadway.,Jan 21| 2019,5
The location is ideal.  The street is quiet| and it is close to Seventh Avenue and Madison Square Garden.  The lobby is compact.  The staff prompt and friendly.,Jan 18| 2019,4
Great location. Staff very friendly and helpful.   Rooms small but clean. Parking across street reasonable with hotel discount.,Jan 18| 2019,5
A+++++ service Professional staffClean rooms Free off street parking Friday after 8 until Sunday night| Close to time square,Jan 14| 2019,5
Great place| walking distance to Times Square. Staff was very nice and helpful. Rooms were clean. Would definitely stay here again :),Jan 14| 2019,5
Good location and a pleasant stay. Lobby can get a bit crowded but staff are friendly and helpful,Jan 13| 2019,4
It was good. We received cookies upon check in 😁,Jan 10| 2019,4
Everything was fine.  The service was very goods and the guys at the front desk were really good.,Jan 8| 2019,4
Location is great! Always check this hotel when visiting nyc. Staff are super friendly and helpful.,Jan 8| 2019,4
Worn out - really old inside - no front desk to speak of. Not worthy of the Hilton name and certainly no 4 star! Very disaapointing.,Jan 7| 2019,2
Excellent no complaints at all . Child unfortunately was sick on carpet and reported it the receptionist was lovely and more concerned with the child’s health offered medical card | no worries all got sorted . Staff were very nice and cookie was lovely on arrival . Beds are so comfortable. Quiet location but only 5 to 10 min dander yo time square. Central location,Jan 7| 2019,5
The room was wonderful. But I feel like they need to have more elevators for a hotel of his size: the lobby is always filled with a crowd waiting for the elevator.,Jan 7| 2019,5
Rooms out of date and EXTREMELY SMALL. However| the staff is amazing and so kind,Jan 7| 2019,3
Convenient. Friendly staff. But very small room. However| I understand why.,Jan 7| 2019,4
Good location but the room was very noisy and the heating controls were very temperamental.,Jan 7| 2019,4
Well the place is lovely but they have very delicious cookies when you check in so be careful!!!,Jan 6| 2019,5
Friendly staff| very clean| good base for exploring Manhattan and beyond.  Bed was excellent.  Room didn’t have a view like the advert but can’t have everything I suppose.,Jan 5| 2019,4
This was our first trip out to New York. I was Amazing. The Hotel staff were very friendly and professional the hotel was clean and kept in good condition. The location off the hotel is perfect everything from Radio City Music Hall to Time Square is within walking distance. We felt safe and never experienced any problems. I highly recommend this Hotel and try the fruit infused water in the lobby it is Awesome.,Jan 5| 2019,5
I like the staff the location  The room was clean the bed was comfortable,Jan 4| 2019,5
The king size room was super small - there was barely room for 2 people with 4 bags of luggage. The hotel was old and outdated and only one elevator was working when we arrived. We had to climb 9 flights of stairs with all of our luggage to our room. The bed was uncomfortable| we could not regulate the temperature in the room at all. It was either blazing hot or freezing cold. The area was dirty. I just expected more for a Doubletree by Hilton as this is our hotel of choice in every town we travel to.,Jan 4| 2019,3
Great location and staff are very welcoming and friendly would definitely recommend this hotel and we would stay here again,Jan 2| 2019,5
Nice hotel in good location but problems with lifts and not enough bedclothes,Jan 2| 2019,4
Nice hotel in a good location. Close to everything| but quieter than the surrounding streets.,Dec 31| 2018,5
I like the location| as well as the friendly staff.,Dec 30| 2018,4
Staff was very friendly and even took care of our bags after check out since we had a late night flight.,Dec 30| 2018,4
comfy beds| loved the chocolate chip cookie they give at check-in. very courteous staff.,Dec 29| 2018,5
Good location and very nice staff. Enjoyed staying!,Dec 29| 2018,4
Hotel was far from the pics but it is all good. Contstruction were ongoing. We were “double check-in”| meaning given a room that was already occupied since when we entered| I noticed the luggage from the guest before me in line. Usually| I would see a worry or concern but the agent didn’t seem apologetic but she did fix it right away. The elevators will take you forever to go up your floors especially during the holidays since I’m assuming it was a packed season.,Dec 27| 2018,4
The room was very small| outdated and not clean. Wallpaper peeling| black stained stripe across the curtains| dirty grout and rust stains in bathtub. Elevators were really small and slow. Great location and incredible staff made up somewhat for what was an otherwise mediocre stay.,Dec 26| 2018,3
Good property in the middle of NYC. Parking spot they work with didn’t give us the discounted price though.,Dec 26| 2018,4
Old and tired rooms| dirty carpets|  but nice friendly staff and good location,Dec 23| 2018,2
Perfect location and price. Didn’t get the king room I booked| but two double beds. Barely enough water pressure to get the soap off body and no hot water.,Dec 22| 2018,3
A lot of construction going on at front of hotel| looked non essential so whether Xmas was appropriate time? Also no hot water one day. Was told a note had been placed under each door but one had not been placed under mine so cold shower that day. Also the fire alarm went off at about 1.30am one morning. There was very little organization. I was half asleep and managed to get through to reception who advised it was a false alarm however when I opened my door to see if anyone else was exiting I was met with what appeared to be an employee (appeared to have a radio) who wasn’t overly helpful & a naked lady! Quite why no one had offered the poor lady something to cover up I’m not sure? Shortly after the fire department arrived & appeared to be looking at the alarm bell outside my room so whether this explains why the employee was stationed there I don’t know. At the end of the day thankfully it was a false alarm but from my perspective things didn’t seem very well organized which is concerning if it had been a real fire. Also the poor lady that was left standing in the hall naked should really have been provided with something to cover herself up| surely? I’ve stayed at this hotel before & had NO complaints & whilst the construction/hot water are minor in the scheme of things| the fire alarm issue was a little concerning.,Dec 22| 2018,4
Great location.  Nice size room| larger than some other hotels in the immediate area.,Dec 22| 2018,4
The hotel's location was a perfect walking distance to MSG.,Dec 21| 2018,5
The lay-out was a bit strange and cramped (which is pretty standard for NYC hotels but there was still very little counter space and walking space)| and I got two full beds instead of the king bed I requested (which I was warned about at booking). I thought this wasn't going to be an issue but it added to the cramped space issue. This overall was a good choice for a stay if you're not going to be in your room for longer than a sleep or getting ready to go out in the morning| but not if you're looking for 'home comforts'.,Dec 21| 2018,3
Everything you need for  comfortable rest and love,Dec 18| 2018,4
Dump!,Dec 17| 2018,2
Hotel well situated for New York| at a reasonable price.,Dec 16| 2018,3
Very convenient location.  Easy check in. Room was comfortable.,Dec 15| 2018,4
Great location| Good price. Adequate room size and amenities. Extremely fast free wi-fi.,Dec 10| 2018,5
The location was very convenient. Could get to everything in NYC easily.The room was very clean BUT VERY SMALL FOR TWO PEOPLE.,Dec 6| 2018,4
It was fine... they are doing a bit of construction.  Wasn't crazy about the location (personal preference).  Service was great... all the staff are very friendly and helpful.  Bar area is nice.,Dec 5| 2018,4
Friendly staff and good location|pretty basic but very clean and as only spent minimal time in room not a problem.,Dec 5| 2018,4
Friendly staff. I did not like the  noise coming from next rooms especially when neighboring guest leave their rooms you can hear everything happening at hallway and doors closing and opening.,Nov 29| 2018,4
the location was perfect and the room was ok but more monitoring of cleaning needs to be seen to.,Nov 28| 2018,2
Good Hotel for New York stay great breakfast very friendly snd helpfully staff Will recommend and hope to be back.,Nov 27| 2018,4
Outdated and extremely small rooms inconvenient area,Nov 27| 2018,3
Love led the staff and especially the warm cookies they give you!!!!,Nov 24| 2018,5
Extremely friendly staff and very helpful.  The great cookies are a plus also.  Location is good for walking to sites or catching subway.,Nov 15| 2018,5
I have stayed at doubletree hotels for years across the country (I travel for work.) and I can say with certainty that this is bar none the most outdated and scary movie worthy. Pay extra somewhere else. It will be worth it.,Nov 10| 2018,2
Hotel is a little old/dated. Bit stuffy. Hotel bar/rest is not flash. Bed was very comfortable and large for a New York hotel room. Lots of draws and storage for cases and clothes which really helps. Higher floors are better for use of lifts as in the morning theres never room for lower floor guests to get in. First world issues....location is ok but in a bit of a tired/funny spot not really in Chelsea. Street is not appealing. For the price we've had better before.,Nov 9| 2018,4
Clean hotel with bare essentials,Nov 7| 2018,4
We had quite a lot of space with a suite - separate sitting area and two TVs. Tea/ coffee making facility Andy the heating systems were a bit awkward to use,Nov 5| 2018,4
Fab location really enjoyed our stay. Close to good cheap eats Maddison Square and Times Square and 5th Ave shops. What more could you need.,Nov 4| 2018,5
This is one of the most unfortunate stays I've had in a hotel in recent years. There are full and smelly trash bags everywhere| the halls| the stairwell| the walk up to the hotel. There was a sticky spot on my carpet and black mold in the shower. I've been in town for work| working long hours| and put the do not disturb sign on the door so I could sleep in on Saturday and Sunday and both days house keeping knocked and woke me up anyway. Behind the desk is paperwork and clutter.,Nov 3| 2018,1
The location was extremely convenient.The room was clean| staff was willing to help most of the time.But it's important to know that late check out fee is half the day's rate to extend 2 hours and full day's rate to extend 4 hours.Otherwise| everything else was great.,Oct 30| 2018,4
Front desk staff very friendly and helpful. Beautiful view from the room!,Oct 27| 2018,5
Lobby was filthy; heating did not work and staff argued about compensation for going without heat one full day. Bar/restaurant area nothing to write home about. Location of hotel is excellent. There are several other nearby hotels| however| that I would suggest one looks at before staying here. This hotel is a franchise| so not owned by Hilton. Honors members are not treated any differently than other guests.,Oct 23| 2018,1
It was perfect for us the bed was comfy| the room was quiet and the location was central to everything.,Oct 22| 2018,5
I called ahead to find out cost of parking. Was quoted $33.00. Next day at check out bill was $45.00. I complained i was quoted $33.00. They said that was the difference of self park across the street or valet park. I was happy to self park to save the additional $12.00. It is the principle of the matter. You quote $33.00. I was not given the option at check in. Misleading.,Oct 17| 2018,4
I booked one king size room and that was not available on the time of checking. They just gave me a queen size and changed the room next day.  Mattresses were bad and had to request them to change the room again.  So three rooms switched during four day stay:-((,Oct 16| 2018,3
A heavier blanket in room would be great. Requested extra blanket. Both were thin which surprised me for NYC. Hotel staff great!,Oct 15| 2018,4
Check in service was excellent!  Fast. Nice. Professional.,Oct 10| 2018,5
Horrible. Looks nothing like the photos. Would never stay there again.,Oct 9| 2018,1
Hotel was in midst of refurbishment but staff were friendly and acted promptly to any request or issues.,Oct 9| 2018,4
Liked the location.Service was fair. Still waiting for towels I requested! They never came.Room was fair.Hotel needs to be cleaner.,Oct 9| 2018,3
Hallways & Rooms need to be upgraded/refreshed. Due to the age andcwear and tear| the hotel appears unclean. Of the two elevators available| one was out for two days causing lengthy delays to get up & down. Called front desk three times over 45 minute period requesting additional towel sets and coffee cups. I finally found housekeeping in the hallway to get what we needed.  On a positive note if there is one| the hotel was centrally located for the purpose of our visit.,Oct 8| 2018,2
The room service maid threw my toothbrush and toothpaste out of the room. Otherwise everything is fine.,Oct 3| 2018,4
Rooms are too small for the price you pay.,Oct 2| 2018,3
Very happy!  Staff was excellent and very accommodating. Food in restaurant was great.  Location and room exactly what we wanted.,Oct 2| 2018,5
Hope I can get the standard King bed room next time. When I checked in at the hotel| there’s no more room available.,Oct 2| 2018,4
I got the room that wasn't at all looking like the pictures| dirty bed sheets no refrigerator| my food got spoiled. I asked the front desk to change my room and was told that they don't have any other available rooms. The Next day they delivered a refrigerator it had a bad smell in so I didn't use it.  The lobby looked dirty as well smell of the hotel horrible the elevator looked like no one clean it for a long time|  I would rate it this hotel with  2-stars. I spent over $1800 for the room and highly believe this room didn't worse that amount. I had other choices but| made a mistake booking this. If you traveling for business DO NOT BOOK this hotel wifi doesn't work lighting in the room very poor.,Oct 1| 2018,1
The front outside and the lobby of the hotel were under construction so it was a bit of an unexpected  mess upon arrival. The room was quiet| comfortable and nice but small and the bathroom was extremely small - forget about 2 people using the bathroom at the same time. The air conditioner gave off plenty of cool air but its direction was unchangeable and the cold drafts hit my husband's bald head directly while he was sleeping.,Oct 1| 2018,4
Carpet was dirty in hallways| toilet was not fully cleaned in room. Staff were unable to give a 1 hour extension for a late checkout| and would only do so if I paid a half day rate. Elevators took ages to call. Outside was a construction zone and full of laundry cages.,Oct 1| 2018,3
VERY pet friendly| and very welcoming to my cat and I when we needed a last minute place to stay.,Oct 1| 2018,5
It was undergoing construction| so this was probably not the best time to stay there.  The staff tried hard during the construction period| but the lobby was dusty and very small due to the cordoned off sections.  Water pressure was inconsistent.  Front desk was small| so only one person was checking in guests and handling guest issues.,Sep 26| 2018,3
The furnishings are old| carpet are dirty| the bed sheet has a blood stain| the service is bad from the front desk,Sep 25| 2018,2
I moved to this hotel after the horrible experience that's the Pennsylvania.I'm so happy to have moved to the DT| it has a great location| attentive staff and it's very clean and bright.On the negative: The hotel is small| the halls can feel a bit claustrophobic and if you have loud neighbors it will disturb your sleep.,Sep 25| 2018,5
The check-in process was easy and painless| and the front desk staff was so helpful! They printed some tickets for us that we forgot to do before we left and were so friendly. I recommend this hotel - located in a cute little neighborhood with so much to do and easy to get around. Plus| the bed was SO comfortable| we didn't want to get up!,Sep 25| 2018,5
Great location| walking distance from so many things!,Sep 25| 2018,4
Great experience. Staff friendly| helpful and wonderful.  Would return to the hotel again.,Sep 25| 2018,5
Very good value for money inNYC.  Quiet room| comfortable A/C meant a good nights sleep.,Sep 23| 2018,4
Lobby under construction had to wait extended time for elevator service so took stairs half the time.5th foor,Sep 22| 2018,4
Well-located for our event at MSG.  It appeared| perhaps| there was some sort of construction going on as the entrance was filled with rolling bins| the sort laundry might be moved around in.  Check in was fast but not terribly friendly.  The room was clean and comfortable| although a bit worse for wear.  Breakfast was problematic.  I prepaid an extra $20. For breakfast for two.  The desk person said there was no record of it and implied we were trying to ‘pull something’.  He insisted breakfast buffet was $22. Each.   When I showed him my Expedia receipt he took a photo of it and reluctantly let us go into the ‘cafe’.  The cafe turned out to be a smallish room and the buffet was a sad offering of breads| cereal and| what appeared to be| microwaved eggs| bacon and sausage.  I’ve seen better for free at La Quinta and Best Western.  Bottom line I recommend the location and the bed for a comfortable night’s sleep.  Skip the breakfast and grab something at Panera Bread around the corner!,Sep 22| 2018,3
Hotel was nice other than the construction happening. Good area and very friendly staff,Sep 20| 2018,4
Traveling from Europe this hotel may not accommodate your luggage| the room is real small,Sep 20| 2018,5
The Hotel was being remodeled| which was never mentioned when booking the reservations. It was pretty much a mess in the entry and the restaurant was pretty much a old fashion kitchenette. We thought we would sit and have a drink one evening however it was really not the kind of place to sit and even have a conversation. With Soooooo many other Hotels around the exact same area we should have looked further and being on a Business trip we really wanted to have a place where we could sit and discuss business topics. The rooms were very very small| we have traveled to NY for years however haven't stayed in this exact area. Having clients around the area we wanted to get within walking distance to several and this was a good location for that. The room was clean however you will find Old towels (washed many times over)| uncomfortable beds| the bathroom sink had mold on the side of the wood portion that they obviously placed a granite top over. We have stayed at nicer NY hotels in a close proximity to this one and actually looked at 5-6 others that were within 1 to 2 block of the Doubletree that we should have booked| Not bad - but would select something different next time| even after the remodel| didn't look like the rooms were getting done just the downstairs lobby and areas|,Sep 18| 2018,2
This place was perfectly located for a college visit to Parsons school of design and fashion Institute of technology. Both within walking distance. Our room was decent sized very clean really comfortable bed decent bathroom and quiet with a functioning air conditioner which is saying something in New York City,Sep 17| 2018,4
Last minute trip to NYC so I picked this location because it was close to the venue my son needed to be at for a show. The hotel was under construction so the lobby was a mess. In fact it felt like there was a hole in the floor at the main entrance and there was just a rug thrown on top of it. The room itself was nice but I noticed little things in the middle of the night that irritated me. The shower head was dripping water and the smoke detector started chirping in the middle of the night like the batteries needed to be changed. The room was a bit outdated and the bed linen and towels were thin and rough. I only stayed one night.,Sep 16| 2018,3
The room that I booked was not ready so they decided to upgrade us to a suite for the night. The suite was only prepared for 2 people when there was four of us and the bed sheets were urine stained and no cover on the duvet. On the second day| we were asked to change rooms again but again they had no room ready for us and we were asked to leave everything in our room with our valuables out of the safe for the hotel staff to move. I explained that we had valuables and passports that needed to stay in the safe and that I will not leave them unattended; they said that we can leave them or come back at 12 when there is a room available and if I didn’t do either of the 2 choices I would be escorted from the premises. The manager on duty had a discusting attitude and did not want to help us one bit| even though it was the hotels fault that we had to move rooms,Sep 14| 2018,1
Great location especially if you enjoy walking. Easy walk to the high line| meat packing district| & restaurants|,Sep 14| 2018,3
Hotel is under construction.  Great location! No issues with my stay. No microwave access for guest.,Sep 11| 2018,4
I like that it's within walking distance to New York areas like Times Square.  I also like that it's cleanly.,Sep 11| 2018,4
Great staff.  Helpful amidst the lobby construction.,Sep 10| 2018,5
List too much to mention here. Dirty carpets| ripped base of bed| no guest facilities in lobby| building work. In accomadating staff. For an advertised 4 star hotel- it is appalling- not even up to a 2 star!,Sep 10| 2018,1
Renovations in the lobby made it messy and very close quarters as most of the lobby was cordoned off to guests,Sep 9| 2018,4
Our hotel room was tiny| dirty and had a terrible odour. The carpet in the rooms was dirty. It is under a huge renovation so the whole lobby is torn up. There were workmen everywhere. It was not good. The staff were very nice and doing their best under the circumstances. I felt like it was not good value for the money,Sep 8| 2018,2
This hotel it’s not even 3 star | carpet smells inside the room | renovation at lobby a messy place,Sep 8| 2018,2
First the tv didn't work 2nd 2 days in a row ran out of toilet paper 3rd the tub drain wouldn't come up when they came to drain it they left it lay in tub with chain attached and nasty hair on it that wasn't mine 4th my luggage was moved 2x after the maid had left the room 2 separate days even 1 day the room safe was left open as I didn't use the safe I felt relieved  I've stayed at many Hilton's in variety of different states this was defiently an unexpected experience,Sep 6| 2018,2
Nice enough hotel| just a shame it was going through construction when we were there but that would be my only negative. Staff were friendly and helpful. Location was brilliant. The room itself was lovely as well.,Sep 3| 2018,3
The location is good| but they didn’t change bedsheets everyday| that was not good! Specially when it’s a hot in New York summer.,Sep 2| 2018,4
The worst part of my stay was| by far| the check-in.  Very unfriendly staff.  Then| when I went to my room and walked| there was someone else in bed in the room!!  I think it scared me almost as much as it did her. When I went back downstairs| they didn’t seem at all concerned (or surprised.) I asked them to walk me up to me new room to make sure there was no one in there and they acted like I was being an impossible guest.  One of the guys even rolled his eyes.The hotel was under construction| which I wish I had known.  This doesn’t feel like the quality of hotel that I’ve always known Doubletree to be.,Sep 2| 2018,1
I CHECKED INTO THE UNIT AFTER LUNCH AND TRIED TO TAKE A NAP BUT WORKERS WERE WORKING ABOVE MY UNIT AND WERE MAKING LOTS OF NOISE UNTIL 5PM THAT DAYTHE HOTEL SHOULD HAVE KNOWN BETTER THAN RENTING THE ROOM OUT DUE TO THE RENOVATION THAT WAS GOING ON...,Sep 1| 2018,2
Everything was well and the service was expected we had a very good experience in the hotel,Sep 1| 2018,5
Everything was great. Hotel is under going major remodel| so it’s a bit chaotic with the elevators and the lobby. That said| the wonderful staff| including the friendly construction guys| clean room and awesome cookies make up for it 😊The breakfast buffet however is a bit ridiculous. I didn’t include it in my stay and still had breakfast there one morning - small bowl of oatmeal and a couple of bites of scrambled eggs - $25. There should be an a la carte menu.,Sep 1| 2018,4
Staff was great. Hotel was getting renovated but the staff did all they could to ensure a good stay. Slow elevators but also might be due to renovation work,Aug 31| 2018,4
As a Hilton Honor member| I stayed at Hilton all over the world and this one is the worse one I ever experienced.Unfriendly staff plus the inconvenience caused by ongoing renovation made our stay a terrible one.,Aug 28| 2018,1
Not what we were expecting. Rooms look completely different from the pictures on Expedia. However| the staff and housekeeping were extremely nice and great service.,Aug 28| 2018,3
sheets were never changed during our trip and had blood on them| a lot of construction was going on downstairs so you couldn't sit outside| and hotel staff don't give consistent answers to questions,Aug 28| 2018,2
I like that this property is within walking distance of Times Square.,Aug 26| 2018,4
I loved my stay at this hotel. The staff was accommodating and friendly. My room was extremely clean| and the bed was super comfortable. Considering that this hotel is currently under renovations| I think the staff (specifically Alex and Harrington) are doing a great job. I will definitely return.,Aug 26| 2018,5
The room was clean| but small. The hotel was being remodeled downstairs| but the staff were friendly and professional.,Aug 26| 2018,4
Hotel currently under renovation but room was clean| quiet and nice.,Aug 23| 2018,5
The hotel is currently undergoing renovations. I will definitely book again because of location and staff friendliness.  Can't wait to see the final results!,Aug 22| 2018,4
We requested extra blankets a couple times and ended up having to get them ourselves after waiting almost 2 hrs,Aug 22| 2018,3
The hotel was nice| although they were renovating the lobby. We had a suite| floor number 21. The suite was small| decoration wasn't very fresh| but the room was very clean| bed was comfortable| shower worked well and the staff was great. Location was alright| although a bit dark at night| when you come back from 7th and 29th...Overall| nothing to complain| room did what we needed| good place to sleep| but that's it :),Aug 20| 2018,4
Hotel was under renovation. We didn’t know when I booked hotel. When we checked in| we went to our room and the keys didn’t work. Got new keys and entered the room to find someone else had already been checked into that room. Luggage and personal stuff all over. We got a new room and my wife lost an earring down the bathroom sink drain because there was no stopper. While taking a shower| I accidentally stepped on the stopper and the lever to release it was broken. Not a pleasant stay AT ALL!!!!,Aug 19| 2018,1
Probably the worst Doubletree I have stayed at.  The hotel is in renovation mode. The small rooms are cramped| nowhere to sit except the bed.  When I booked| Hotels.com didn’t reveal the renovation state. 29th street is a bit sketchy.  Small restaurant.Vending and ice on every 6 floors so is you need ice| you may have to go up or down 3 floors. 2 small elevators for 25+ floors.Lower floors very dingy and not much scenery.,Aug 19| 2018,3
The hotel lobby was being renovated and this information wasn’t shared st the time of booking. There was barely any space to stand at the reception area and not a single seat. The house keeping is sloppy. On some days they wouldn’t replace the glasses or plastic caps and took my sleeping gown which I hadn’t got back at check out. The rooms are tiny for sharing. Not ideal for more than two people though marketed as a room for four.,Aug 18| 2018,3
Nice little hotel| room was very quiet and comfortable if small. Beds were outstanding| staff was warm and friendly.,Aug 16| 2018,5
The location was perfect| the beds were comfortable. The hotel was under renovations during our stay.,Aug 14| 2018,5
Staff are friendly. The construction/remodeling is the major issue I had. They have the supplies and the linens piled up in the front courtyard blocking the view of the street. Must be a much better place for them to put these things.,Aug 14| 2018,3
Great.. Place was clean and comfy.,Aug 13| 2018,5
Staff was nice| but rooms were dated and uncomfortable. Way too overpriced,Aug 13| 2018,2
All very nice but there is constuction on hotel| but in general all good| very helpfull staff,Aug 11| 2018,4
The location was amazing. I wish I could say about the room conditions. It badly needs updating especially the bathroom. The shower curtain needs to be washed or changed because the smell was horrible. It has a musty or dampy smell to it| kinda like when it wasn’t dried properly. I thought it was just our bathroom| but I also checked my parents room and they also have the musty/damp smell in their shower curtain as well. The bathroom towel holder came loose during our stay. I think they are doing construction in the hotel and I really hope they would update the rooms too.,Aug 10| 2018,4
The room & hotel was  very clean. Overall| the staff was very friendly and helpful in giving us directions to various places we were Interested in. Convenient location close to Penn Station. Also| they gave each of us a bottle of water & a warm delicious cookie each day on our way out when we stopped at the desk.,Aug 7| 2018,5
Going thru lobby renovation but everyone seemed to be flexible.  Rooms are small but have all the essentials and are clean| modern and comfortable. And of course you get welcomed with a hot cookie!,Aug 6| 2018,4
This hotel is in a great location right by the highline| MSG| and Penn Station. Staff was extremely friendly and welcoming. Warm cookies are always a plus of course and there was also flavored water in the lobby. We wanted to walk around town for a bit after we checked out and they kept our bags for us which was a huge help. There’s an awesome little Japanese cafe across the street that we highly recommend. Oh and we only live about an hour north of NYC so we wanted to drive in and there is a great parking garage across the street and with validated parking it was a steal compared to other garages! 10/10 would stay here again.,Aug 5| 2018,5
This was a good bargain in Manhattan| but the entrance and common area was filthy.  The rugs coming in to the hotel looked like they hadn't been vacuumed in weeks.  The floors were dirty.  There was trash everywhere.  This hotel is under construction| but there was no excuse for the condition of this property.  I stay at a lot of DoubleTree Properties.  They are usually nice| so I was shocked at this property!,Aug 3| 2018,3
Centrally located to shopping areas| subway and walking distance to times square.,Aug 3| 2018,4
i wish i knew ahead of time about there renovation| they had two elevators which included the work men. no lobby and no out side area which was in was in a picture which helped to decide to stay there.,Aug 2| 2018,1
Overall good experience! Yeah. Just filling in additional words as I ‘m unable to move forward unless I put in more characters.,Aug 1| 2018,4
The hotel is under construction so it was a bit strange to have people outside my window. Also| the lobby has tarps up and scaffolding  outside. There are only 2 elevators and they take a very long time to come to each floor. It was faster for me to take the stairs 11 floors up and down.The rooms are a bit small| but to be expected. The beds are comfy and everything is very well laid out. The rooms are very clean and comfy!,Jul 31| 2018,4
Hotel in under construction. Location is great.,Jul 31| 2018,3
Great front desk service. Wonderful room. Only reason for 4star was that it was under renovation. Can’t wait to come back when it’s complete.,Jul 30| 2018,4
Very nice stay. Very comfortable bed and pillows. Convenient location. Very pleasant and supportive staff. Great value.,Jul 30| 2018,5
It was in a good location. Walking distance to Madison square garden and subway stations. The hotel is in the process of contruction so that would be a con but not much of an inconvenience. The restaurant bar is small and enclosed. Maybe add more lighting to it to make it more open. The room with view to the Empire state was not great. My expectation was maybe a full on view of it but it was not. But overall it was a good stay.,Jul 30| 2018,4
Everything about our stay was excellent,Jul 29| 2018,5
The front counter staff was great. They had construction going on and the lobby was very small to maneuver thru with all our luggage. The room was a little smaller then we are used to as well.,Jul 29| 2018,4
Tiny rooms| unfriendly service,Jul 28| 2018,3
Very disappointed in our stay here. The entire lobby is under construction with men coming in and out blocking the entry and clogging the elevators. Our room was dingy and dirty with no towels or face clothes available. I'm not sure how a hotel doesn't have face clothes for an entire week but somehow they managed.,Jul 26| 2018,1
This hotel was a basic hotel| for the price I didn't really expect anything more. What bothered me is when I booked the hotel there was no indication that the hotel is currently going under renovation. The bathroom looks like it was half-way finished with the remodel| there was foam coming out of the corners of the mirror and just felt dirty. Not a pleasant experience- probably won't be back.,Jul 23| 2018,3
They gave our room away when we were 30mins away from it. We paid for the room over a month prior to our trip to NYC. Which left us looking for a room at 10pm on a Saturday night with 2 kids in tow. Thanks for nothing Double tree,Jul 22| 2018,1
As a former Diamond level Hilton Honors member I’ve stayed hundreds of nights in Hilton properties all over the country. I’ve stayed in their Hampton Inns| Double Trees| Hilton’s and the Waldorf Astoria properties for years| so I can feel fairly confident that this is the worst that they have to offer.  Now| they are aware of this| and appear to be in the midst of a total face lift inside and out| but that construction only makes it worse as a guest. The room was dirty (mold and crud in the bathroom) and the furniture literally falling apart| the beds and pillows were Super 8 quality| and the AC system was barely working. The room smelled terrible| and got worse with every cycle of the AC adding a putrid musty mold smell into the air. In fact| the only thing positive about the property is that it does a good job of eliminating the city sounds| although the windows were so filthy that we could barely see outside. They let this property go way too far before beginning this facelift| and should be embarrassed to charge $400 a night for such a dive. Finally| the property has no lobby| it’s literally the size of a bathroom| and does not have a single chair. Outside there were four Kmart quality plastic chairs scattered amongst construction materials and upright ashtrays| but if you can stand the smell of the urine and overflowing/ smoldering ashtrays| you take your life in your hands with the construction being directly overhead. Conrad Hilton is rolling in his grave.,Jul 21| 2018,2
